STATE,NAME,COUNTY,TRACT,H_1ORMORE_VEHPP,H_FEWER_VEHPP,H_NO_VEH,H_SIZE_1,H_SIZE_2,H_SIZE_3,H_SIZE_4PLUS,P_MODE_AUTO_OTHER,P_MODE_TRANSIT,P_MODE_WALK_BIKE,P_MODE_WFH,REGION
38,"Census Tract 9675, Stutsman County, North Dakota",38093,38093967500,841,610,32,525,543,134,281,3754,0,24,23,1
38,"Census Tract 9672, Stutsman County, North Dakota",38093,38093967200,818,180,21,254,484,128,153,1953,6,94,122,1
38,"Census Tract 9670, Stutsman County, North Dakota",38093,38093967000,885,219,3,299,469,130,209,2519,0,21,105,1
38,"Census Tract 9674, Stutsman County, North Dakota",38093,38093967400,1181,1019,150,840,923,339,248,6263,0,71,21,1
38,"Census Tract 9545, Divide County, North Dakota",38023,38023954500,763,265,33,391,385,139,146,1881,0,21,157,1
38,"Census Tract 9740, Sargent County, North Dakota",38081,38081974000,408,321,8,221,339,62,115,1380,8,150,39,1
38,"Census Tract 9602, Sheridan County, North Dakota",38083,38083960200,639,69,23,287,294,52,98,945,0,39,76,1
38,"Census Tract 9650, Slope County, North Dakota",38087,38087965000,274,45,7,89,148,26,63,431,0,18,87,1
38,"Census Tract 9639, Stark County, North Dakota",38089,38089963900,1118,294,9,244,625,216,336,3585,14,34,167,1
38,"Census Tract 9640, Stark County, North Dakota",38089,38089964000,615,239,9,276,330,83,174,1877,0,23,85,1
38,"Census Tract 9638, Stark County, North Dakota",38089,38089963800,1044,799,34,616,605,244,412,4588,0,22,86,1
38,"Census Tract 104, Ward County, North Dakota",38101,38101010400,986,1175,33,595,780,458,361,7023,54,95,44,1
38,"Census Tract 103.01, Ward County, North Dakota",38101,38101010301,1222,1279,37,772,809,565,392,7165,28,53,64,1
38,"Census Tract 108, Ward County, North Dakota",38101,38101010800,1045,744,15,466,708,184,446,4894,0,8,86,1
38,"Census Tract 9556, McHenry County, North Dakota",38049,38049955600,900,282,38,351,520,133,216,2305,0,89,78,1
38,"Census Tract 9505, Pembina County, North Dakota",38067,38067950500,474,169,15,177,290,85,106,1437,0,17,62,1
38,"Census Tract 115, Burleigh County, North Dakota",38015,38015011500,440,119,12,179,221,60,111,1081,8,13,93,1
38,"Census Tract 105, Burleigh County, North Dakota",38015,38015010500,1151,899,73,608,681,400,434,5811,0,35,88,1
38,"Census Tract 101, Burleigh County, North Dakota",38015,38015010100,527,990,438,1102,537,148,168,3514,32,292,19,1
38,"Census Tract 104, Burleigh County, North Dakota",38015,38015010400,959,820,43,718,616,315,173,3770,112,48,91,1
38,"Census Tract 111.01, Burleigh County, North Dakota",38015,38015011101,1489,1209,197,1186,1032,293,384,5245,0,66,28,1
38,"Census Tract 9629, Golden Valley County, North Dakota",38033,38033962900,556,246,40,324,333,51,134,1650,6,83,94,1
38,"Census Tract 9725, Logan County, North Dakota",38047,38047972500,597,219,33,279,337,105,128,1407,12,106,143,1
38,"Census Tract 9612, Oliver County, North Dakota",38065,38065961200,608,114,16,151,348,69,170,1370,0,24,119,1
38,"Census Tract 9636, Stark County, North Dakota",38089,38089963600,335,364,41,217,217,191,115,2009,0,152,10,1
38,"Census Tract 9637, Stark County, North Dakota",38089,38089963700,735,720,135,568,614,137,271,3858,0,47,28,1
38,"Census Tract 9633, Stark County, North Dakota",38089,38089963300,454,189,3,133,294,82,137,1478,40,19,123,1
38,"Census Tract 9635, Stark County, North Dakota",38089,38089963500,1598,1709,263,1519,1131,282,638,7835,338,183,198,1
38,"Census Tract 9634, Stark County, North Dakota",38089,38089963400,975,724,118,490,699,242,386,4738,0,0,61,1
38,"Census Tract 9598, Wells County, North Dakota",38103,38103959800,590,192,64,356,315,71,104,1419,0,96,0,1
38,"Census Tract 9533, Burke County, North Dakota",38013,38013953300,700,183,22,306,295,137,167,1860,0,88,66,1
38,"Census Tract 110.01, Burleigh County, North Dakota",38015,38015011001,1443,1375,274,1118,1152,438,384,6928,0,0,47,1
38,"Census Tract 110.02, Burleigh County, North Dakota",38015,38015011002,1668,855,0,447,897,288,891,7747,0,3,176,1
38,"Census Tract 9.04, Cass County, North Dakota",38017,38017000904,921,1013,76,687,820,209,294,4771,14,0,124,1
38,"Census Tract 101.06, Cass County, North Dakota",38017,38017010106,484,1776,256,1143,658,317,398,6171,110,290,51,1
38,"Census Tract 101.07, Cass County, North Dakota",38017,38017010107,611,706,204,752,364,86,319,2947,0,10,37,1
38,"Census Tract 101.08, Cass County, North Dakota",38017,38017010108,737,1953,149,952,1117,418,352,7719,62,24,67,1
38,"Census Tract 101.09, Cass County, North Dakota",38017,38017010109,743,860,25,493,536,322,277,4513,58,31,52,1
38,"Census Tract 103.06, Cass County, North Dakota",38017,38017010306,841,822,173,694,587,268,287,4384,42,68,54,1
38,"Census Tract 103.07, Cass County, North Dakota",38017,38017010307,509,260,0,87,369,134,179,2051,0,19,57,1
38,"Census Tract 9511, Cavalier County, North Dakota",38019,38019951100,652,189,10,210,459,83,99,1619,0,48,77,1
38,"Census Tract 9592, Eddy County, North Dakota",38027,38027959200,753,249,60,357,445,114,146,1999,0,135,83,1
38,"Census Tract 9596, Foster County, North Dakota",38031,38031959600,887,464,72,507,636,65,215,3206,12,75,96,1
38,"Census Tract 108.03, Grand Forks County, North Dakota",38035,38035010803,1018,1711,161,1270,1020,331,269,6681,86,93,51,1
38,"Census Tract 108.04, Grand Forks County, North Dakota",38035,38035010804,851,1357,128,1100,781,284,171,4387,56,145,57,1
38,"Census Tract 9659, Grant County, North Dakota",38037,38037965900,867,182,25,387,422,86,179,1628,0,98,193,1
38,"Census Tract 9622, Dunn County, North Dakota",38025,38025962200,1290,381,21,518,589,190,395,3524,16,115,204,1
38,"Census Tract 9665, Emmons County, North Dakota",38029,38029966500,1109,431,45,543,634,152,256,2418,2,135,176,1
38,"Census Tract 9686, Griggs County, North Dakota",38039,38039968600,806,247,36,405,423,101,160,2040,4,49,139,1
38,"Census Tract 9668, Kidder County, North Dakota",38043,38043966800,782,293,17,307,500,92,193,2087,12,100,101,1
38,"Census Tract 9559, McHenry County, North Dakota",38049,38049955900,969,331,74,399,540,130,305,2857,14,84,89,1
38,"Census Tract 9610, McLean County, North Dakota",38055,38055961000,1875,496,73,747,972,226,499,4004,0,149,286,1
38,"Census Tract 9618, Mercer County, North Dakota",38057,38057961800,1053,157,19,376,532,156,165,2119,10,22,121,1
38,"Census Tract 9404, Mountrail County, North Dakota",38061,38061940400,565,325,38,312,273,127,216,2436,22,85,14,1
38,"Census Tract 9590, Nelson County, North Dakota",38063,38063959000,1040,385,42,590,557,133,187,2570,6,100,92,1
38,"Census Tract 9576, Ramsey County, North Dakota",38071,38071957600,1019,621,356,860,643,206,287,3944,52,205,99,1
38,"Census Tract 9577, Ramsey County, North Dakota",38071,38071957700,701,302,6,236,522,101,150,2266,0,99,88,1
38,"Census Tract 9578, Ramsey County, North Dakota",38071,38071957800,994,686,143,659,665,148,351,4879,166,183,76,1
38,"Census Tract 9714, Richland County, North Dakota",38077,38077971400,892,242,62,413,456,82,245,2342,0,54,70,1
38,"Census Tract 9418, Rolette County, North Dakota",38079,38079941800,1236,591,116,511,498,339,595,4622,0,20,48,1
38,"Census Tract 9742, Sargent County, North Dakota",38081,38081974200,829,264,34,374,478,110,165,2127,0,53,98,1
38,"Census Tract 9408, Sioux County, North Dakota",38085,38085940800,295,114,38,100,120,50,177,917,12,51,46,1
38,"Census Tract 9409, Sioux County, North Dakota",38085,38085940900,384,193,88,129,153,151,232,1321,2,47,36,1
38,"Census Tract 9678, Stutsman County, North Dakota",38093,38093967800,913,793,385,1090,467,320,214,3660,30,132,38,1
38,"Census Tract 9515, Towner County, North Dakota",38095,38095951500,714,289,55,382,436,64,176,1691,8,142,76,1
38,"Census Tract 113, Ward County, North Dakota",38101,38101011300,1353,641,34,450,827,304,447,5074,20,23,127,1
38,"Census Tract 9600, Wells County, North Dakota",38103,38103960000,868,218,11,373,469,112,143,1937,0,59,126,1
38,"Census Tract 203, Morton County, North Dakota",38059,38059020300,2302,2187,77,1148,1841,884,693,12719,2,0,172,1
38,"Census Tract 205, Morton County, North Dakota",38059,38059020500,1322,383,53,446,745,240,327,3189,2,117,213,1
38,"Census Tract 202, Morton County, North Dakota",38059,38059020200,1845,1349,220,789,1462,460,703,9387,0,55,215,1
38,"Census Tract 201, Morton County, North Dakota",38059,38059020100,1265,1060,125,735,985,251,479,6102,0,38,203,1
38,"Census Tract 102.01, Cass County, North Dakota",38017,38017010201,983,1276,37,489,941,323,543,6935,0,0,89,1
38,"Census Tract 102.03, Cass County, North Dakota",38017,38017010203,630,633,98,463,461,255,182,3398,0,61,55,1
38,"Census Tract 103.05, Cass County, North Dakota",38017,38017010305,948,1701,91,700,1099,440,501,7424,148,62,53,1
38,"Census Tract 10.01, Cass County, North Dakota",38017,38017001001,1095,1484,159,1184,1064,251,239,5416,88,163,272,1
38,"Census Tract 10.02, Cass County, North Dakota",38017,38017001002,485,815,90,689,372,203,126,3050,92,65,34,1
38,"Census Tract 102.04, Cass County, North Dakota",38017,38017010204,1505,982,187,782,942,279,671,6356,0,14,57,1
38,"Census Tract 3, Cass County, North Dakota",38017,38017000300,293,326,67,130,237,172,147,2721,226,501,95,1
38,"Census Tract 103.03, Cass County, North Dakota",38017,38017010303,1235,1295,147,793,1049,345,490,6970,56,110,114,1
38,"Census Tract 7, Cass County, North Dakota",38017,38017000700,180,677,386,869,343,10,21,1607,138,304,47,1
38,"Census Tract 402, Cass County, North Dakota",38017,38017040200,609,270,28,171,389,102,245,2409,8,53,84,1
38,"Census Tract 403, Cass County, North Dakota",38017,38017040300,772,530,53,303,513,146,393,3378,0,77,113,1
38,"Census Tract 4, Cass County, North Dakota",38017,38017000400,787,662,39,391,523,306,268,4128,24,135,31,1
38,"Census Tract 8.02, Cass County, North Dakota",38017,38017000802,807,1051,359,802,830,243,342,5315,122,67,97,1
38,"Census Tract 1, Cass County, North Dakota",38017,38017000100,1068,803,15,204,898,279,505,5126,0,0,105,1
38,"Census Tract 6, Cass County, North Dakota",38017,38017000600,893,1350,217,1276,640,202,342,5543,148,294,48,1
38,"Census Tract 8.01, Cass County, North Dakota",38017,38017000801,684,811,124,766,523,164,166,3506,16,55,67,1
46,"Census Tract 9546, Codington County, South Dakota",46029,46029954600,775,260,23,183,484,90,301,2700,0,35,223,1
46,"Census Tract 9410, Corson County, South Dakota",46031,46031941000,376,105,46,112,171,55,189,623,0,38,260,1
46,"Census Tract 9528, Day County, South Dakota",46037,46037952800,519,372,60,410,305,91,145,1817,0,56,26,1
46,"Census Tract 9415, Dewey County, South Dakota",46041,46041941500,339,277,73,183,149,103,254,1372,0,23,42,1
46,"Census Tract 9696, Douglas County, South Dakota",46043,46043969600,904,264,52,293,576,104,247,2288,8,81,180,1
46,"Census Tract 9777, Hughes County, South Dakota",46065,46065977700,1284,1126,130,903,912,279,446,6107,90,109,67,1
46,"Census Tract 9778, Hughes County, South Dakota",46065,46065977800,884,1109,115,638,781,258,431,5238,22,16,73,1
46,"Census Tract 9779, Hughes County, South Dakota",46065,46065977900,598,778,229,896,405,183,121,2811,60,245,65,1
46,"Census Tract 9504, Roberts County, South Dakota",46109,46109950400,592,273,7,235,430,74,133,1696,0,45,87,1
46,"Census Tract 9404, Roberts County, South Dakota",46109,46109940400,484,533,119,462,312,177,185,2529,62,87,20,1
46,"Census Tract 9621, Sanborn County, South Dakota",46111,46111962100,685,296,29,253,431,130,196,2129,0,58,204,1
46,"Census Tract 9791, Sully County, South Dakota",46119,46119979100,390,165,14,177,241,62,89,1141,0,26,79,1
46,"Census Tract 102, Lincoln County, South Dakota",46083,46083010200,908,349,31,299,480,187,322,3938,0,60,29,1
46,"Census Tract 104, Lincoln County, South Dakota",46083,46083010400,916,182,24,336,362,185,239,2698,0,10,201,1
46,"Census Tract 103, Lincoln County, South Dakota",46083,46083010300,1136,703,71,489,689,232,500,5862,0,38,61,1
46,"Census Tract 102, Pennington County, South Dakota",46103,46103010200,746,1004,221,1094,441,229,207,4463,58,188,69,1
46,"Census Tract 115, Pennington County, South Dakota",46103,46103011500,122,74,21,45,72,21,79,467,0,0,0,1
46,"Census Tract 116, Pennington County, South Dakota",46103,46103011600,1842,752,97,336,1123,595,637,7478,4,87,324,1
46,"Census Tract 103, Pennington County, South Dakota",46103,46103010300,597,667,215,600,540,108,231,2716,74,105,19,1
46,"Census Tract 107, Pennington County, South Dakota",46103,46103010700,892,630,121,574,451,241,377,4212,104,82,29,1
46,"Census Tract 106, Pennington County, South Dakota",46103,46103010600,611,710,76,448,500,144,305,3690,0,89,42,1
46,"Census Tract 112, Pennington County, South Dakota",46103,46103011200,703,501,55,553,336,158,212,2823,60,14,63,1
46,"Census Tract 114, Pennington County, South Dakota",46103,46103011400,1715,1529,111,1141,1123,303,788,7595,0,20,200,1
46,"Census Tract 117, Pennington County, South Dakota",46103,46103011700,1369,505,17,607,920,199,165,3703,8,127,179,1
46,"Census Tract 109.03, Pennington County, South Dakota",46103,46103010903,1916,1459,119,658,1353,618,865,11162,0,53,252,1
46,"Census Tract 110.01, Pennington County, South Dakota",46103,46103011001,596,356,125,388,414,137,138,2263,0,20,51,1
46,"Census Tract 104, Pennington County, South Dakota",46103,46103010400,799,703,201,665,559,250,229,3356,174,26,83,1
46,"Census Tract 9402, Todd County, South Dakota",46121,46121940200,825,451,276,409,373,229,541,2798,42,72,90,1
46,"Census Tract 9401, Todd County, South Dakota",46121,46121940100,573,278,297,268,258,212,410,1647,40,58,9,1
46,"Census Tract 203, Union County, South Dakota",46127,46127020300,2099,1451,18,1088,1400,399,681,8113,18,2,187,1
46,"Census Tract 201, Union County, South Dakota",46127,46127020100,1194,629,24,454,886,180,327,4319,0,108,174,1
46,"Census Tract 202, Union County, South Dakota",46127,46127020200,781,334,89,315,438,160,291,2779,10,29,51,1
46,"Census Tract 9616, Miner County, South Dakota",46097,46097961600,683,253,12,324,375,73,176,1948,54,37,130,1
46,"Census Tract 9401, Lyman County, South Dakota",46085,46085940100,207,142,73,75,77,66,204,909,10,19,6,1
46,"Census Tract 9726, Lyman County, South Dakota",46085,46085972600,707,244,24,252,432,134,157,2030,4,110,142,1
46,"Census Tract 4.06, Minnehaha County, South Dakota",46099,46099000406,555,697,91,576,405,223,139,3166,16,28,39,1
46,"Census Tract 4.07, Minnehaha County, South Dakota",46099,46099000407,674,711,93,422,598,242,216,3659,134,71,94,1
46,"Census Tract 4.08, Minnehaha County, South Dakota",46099,46099000408,740,851,188,436,814,146,383,4928,58,7,108,1
46,"Census Tract 10.01, Minnehaha County, South Dakota",46099,46099001001,805,587,17,334,440,230,405,4054,72,26,89,1
46,"Census Tract 10.02, Minnehaha County, South Dakota",46099,46099001002,921,1625,71,1018,805,170,624,6676,0,0,32,1
46,"Census Tract 11.05, Minnehaha County, South Dakota",46099,46099001105,1075,1716,18,557,989,532,731,8769,142,45,100,1
46,"Census Tract 11.06, Minnehaha County, South Dakota",46099,46099001106,2073,2360,69,491,1809,776,1426,14649,56,34,183,1
46,"Census Tract 11.07, Minnehaha County, South Dakota",46099,46099001107,674,782,77,481,548,193,311,3894,12,26,63,1
46,"Census Tract 11.08, Minnehaha County, South Dakota",46099,46099001108,987,989,263,893,689,364,293,4482,36,105,122,1
46,"Census Tract 18.03, Minnehaha County, South Dakota",46099,46099001803,1679,1738,79,871,1172,400,1053,9484,0,0,383,1
46,"Census Tract 18.04, Minnehaha County, South Dakota",46099,46099001804,741,695,184,440,525,238,417,4765,22,51,103,1
46,"Census Tract 101.01, Minnehaha County, South Dakota",46099,46099010101,1200,546,23,354,637,330,448,4930,0,59,153,1
46,"Census Tract 9756, Hand County, South Dakota",46059,46059975600,494,117,0,129,279,88,115,1144,0,32,154,1
46,"Census Tract 9757, Hand County, South Dakota",46059,46059975700,547,295,55,332,318,137,110,1730,12,82,71,1
46,"Census Tract 9603, Lake County, South Dakota",46079,46079960300,875,283,4,284,619,102,157,2748,0,24,89,1
46,"Census Tract 9601, Lake County, South Dakota",46079,46079960100,849,244,2,270,587,68,170,2404,6,33,176,1
46,"Census Tract 9602, Lake County, South Dakota",46079,46079960200,1279,1022,142,861,788,199,595,6892,22,245,177,1
46,"Census Tract 9661, Yankton County, South Dakota",46135,46135966100,544,724,174,567,504,146,225,3288,8,83,86,1
46,"Census Tract 9662, Yankton County, South Dakota",46135,46135966200,1410,1107,102,823,929,403,464,5809,6,33,54,1
46,"Census Tract 9664, Yankton County, South Dakota",46135,46135966400,1146,456,25,346,668,268,345,4399,0,55,213,1
46,"Census Tract 9541, Codington County, South Dakota",46029,46029954100,980,389,18,320,513,194,360,3668,0,21,170,1
46,"Census Tract 9544, Codington County, South Dakota",46029,46029954400,1400,815,199,1088,740,235,351,4756,48,139,128,1
46,"Census Tract 9569, Beadle County, South Dakota",46005,46005956900,641,511,133,535,308,156,286,2827,84,84,13,1
46,"Census Tract 9571, Beadle County, South Dakota",46005,46005957100,821,580,111,395,465,329,323,3931,0,11,45,1
46,"Census Tract 9566, Beadle County, South Dakota",46005,46005956600,507,191,26,175,326,71,152,1613,0,30,136,1
46,"Census Tract 9568, Beadle County, South Dakota",46005,46005956800,467,364,8,207,269,129,234,2355,10,28,26,1
46,"Census Tract 9570, Beadle County, South Dakota",46005,46005957000,1384,753,150,1059,710,214,304,4299,152,46,62,1
46,"Census Tract 101.02, Minnehaha County, South Dakota",46099,46099010102,946,619,54,334,602,259,424,4367,0,141,175,1
46,"Census Tract 104.01, Minnehaha County, South Dakota",46099,46099010401,750,696,25,332,597,187,355,3977,0,10,122,1
46,"Census Tract 104.02, Minnehaha County, South Dakota",46099,46099010402,597,300,17,190,374,108,242,2577,0,14,85,1
46,"Census Tract 9780, Hughes County, South Dakota",46065,46065978000,825,368,14,234,546,134,293,3424,4,30,122,1
46,"Census Tract 9767, Hyde County, South Dakota",46069,46069976700,424,161,12,193,252,57,95,1093,2,65,75,1
46,"Census Tract 916, Jones County, South Dakota",46075,46075091600,323,76,9,158,144,55,51,557,0,89,49,1
46,"Census Tract 9661, Lawrence County, South Dakota",46081,46081966100,1796,899,100,841,1149,421,384,5647,0,310,325,1
46,"Census Tract 9662, Lawrence County, South Dakota",46081,46081966200,987,696,282,950,657,90,268,3745,20,82,65,1
46,"Census Tract 9663.01, Lawrence County, South Dakota",46081,46081966301,1223,625,79,565,645,263,454,6196,0,151,54,1
46,"Census Tract 9663.02, Lawrence County, South Dakota",46081,46081966302,1212,775,204,637,769,349,436,5205,40,134,0,1
46,"Census Tract 9666, Lawrence County, South Dakota",46081,46081966600,1290,737,143,792,910,207,261,4652,0,50,185,1
46,"Census Tract 101.01, Lincoln County, South Dakota",46083,46083010101,914,866,19,230,514,404,651,6315,0,20,75,1
46,"Census Tract 9529, Day County, South Dakota",46037,46037952900,595,236,12,204,342,157,140,1190,16,39,143,1
46,"Census Tract 9417, Dewey County, South Dakota",46041,46041941700,620,296,46,211,332,124,295,2166,8,47,218,1
46,"Census Tract 9629, Davison County, South Dakota",46035,46035962900,1046,909,172,679,958,107,383,5161,74,187,115,1
46,"Census Tract 9567, Beadle County, South Dakota",46005,46005956700,655,240,15,250,381,79,200,2136,0,45,98,1
46,"Census Tract 104.04, Minnehaha County, South Dakota",46099,46099010404,1152,514,40,314,683,301,408,5233,24,4,184,1
46,"Census Tract 104.05, Minnehaha County, South Dakota",46099,46099010405,737,1306,16,683,608,399,369,6077,0,66,98,1
46,"Census Tract 104.06, Minnehaha County, South Dakota",46099,46099010406,803,860,28,480,651,234,326,4525,0,29,107,1
46,"Census Tract 105.01, Minnehaha County, South Dakota",46099,46099010501,1045,845,121,500,665,193,653,5659,0,37,116,1
46,"Census Tract 105.02, Minnehaha County, South Dakota",46099,46099010502,723,660,30,300,489,258,366,4040,22,0,131,1
46,"Census Tract 106, Minnehaha County, South Dakota",46099,46099010600,782,942,17,515,596,297,333,4832,10,370,115,1
46,"Census Tract 109.04, Pennington County, South Dakota",46103,46103010904,996,823,130,704,718,260,267,4386,212,37,157,1
46,"Census Tract 109.05, Pennington County, South Dakota",46103,46103010905,1027,1053,234,704,945,301,364,4808,0,9,173,1
46,"Census Tract 109.06, Pennington County, South Dakota",46103,46103010906,1324,999,37,556,994,323,487,6410,0,0,0,1
46,"Census Tract 109.07, Pennington County, South Dakota",46103,46103010907,623,467,42,321,526,137,148,2564,0,15,67,1
46,"Census Tract 110.04, Pennington County, South Dakota",46103,46103011004,2157,586,43,549,1126,405,706,7670,0,0,214,1
46,"Census Tract 110.05, Pennington County, South Dakota",46103,46103011005,736,245,14,158,574,108,155,2300,0,105,104,1
46,"Census Tract 9683, Perkins County, South Dakota",46105,46105968300,834,398,52,406,543,133,202,2133,48,114,419,1
46,"Census Tract 9407, Roberts County, South Dakota",46109,46109940700,667,219,21,209,383,77,238,1925,6,31,94,1
46,"Census Tract 9408, Roberts County, South Dakota",46109,46109940800,685,225,48,227,301,137,293,2403,22,14,29,1
46,"Census Tract 9601, Stanley County, South Dakota",46117,46117960100,800,532,12,308,627,152,257,3137,50,57,120,1
46,"Census Tract 9651, Walworth County, South Dakota",46129,46129965100,515,176,4,204,330,47,114,1316,6,48,95,1
46,"Census Tract 9652, Walworth County, South Dakota",46129,46129965200,802,723,38,504,639,242,178,3761,48,70,21,1
46,"Census Tract 9536, Deuel County, South Dakota",46039,46039953600,841,278,7,281,487,82,276,2797,0,45,143,1
46,"Census Tract 9537, Deuel County, South Dakota",46039,46039953700,360,284,28,211,273,71,117,1654,0,12,36,1
46,"Census Tract 1, Spink County, South Dakota",46115,46115000100,591,130,2,117,350,87,169,1606,0,49,179,1
46,"Census Tract 2, Spink County, South Dakota",46115,46115000200,702,462,63,506,431,97,193,2668,0,64,28,1
46,"Census Tract 3, Spink County, South Dakota",46115,46115000300,489,173,12,188,297,52,137,1317,0,64,138,1
46,"Census Tract 9676, Bon Homme County, South Dakota",46009,46009967600,1020,377,67,561,516,151,236,2796,0,59,244,1
46,"Census Tract 9677, Bon Homme County, South Dakota",46009,46009967700,820,203,49,309,437,92,234,2125,0,58,87,1
46,"Census Tract 9731, Brule County, South Dakota",46015,46015973100,768,220,52,275,384,152,229,1960,34,116,174,1
46,"Census Tract 9732, Brule County, South Dakota",46015,46015973200,521,582,88,391,453,149,198,2958,92,48,51,1
46,"Census Tract 9586, Brookings County, South Dakota",46011,46011958600,1006,461,25,353,579,215,345,3810,0,33,161,1
46,"Census Tract 9589, Brookings County, South Dakota",46011,46011958900,1119,1002,139,1049,503,310,398,6828,12,589,170,1
46,"Census Tract 9590, Brookings County, South Dakota",46011,46011959000,1162,1232,232,1043,928,263,392,6510,24,86,227,1
46,"Census Tract 9587, Brookings County, South Dakota",46011,46011958700,1488,631,68,614,889,222,462,5373,0,46,228,1
46,"Census Tract 9712, Gregory County, South Dakota",46053,46053971200,743,178,41,309,403,77,173,1886,0,102,43,1
46,"Census Tract 9711, Gregory County, South Dakota",46053,46053971100,645,190,43,346,284,98,150,1785,0,17,56,1
46,"Census Tract 9552, Hamlin County, South Dakota",46057,46057955200,820,315,41,179,436,140,421,2583,0,81,159,1
46,"Census Tract 9551, Hamlin County, South Dakota",46057,46057955100,716,339,25,225,446,180,229,2393,0,43,128,1
46,"Census Tract 16, Minnehaha County, South Dakota",46099,46099001600,659,740,12,462,492,147,310,3364,0,83,35,1
46,"Census Tract 104.03, Minnehaha County, South Dakota",46099,46099010403,442,436,5,112,320,114,337,2795,0,13,139,1
46,"Census Tract 18.01, Minnehaha County, South Dakota",46099,46099001801,1315,1211,149,870,915,343,547,6898,80,133,151,1
46,"Census Tract 19.01, Minnehaha County, South Dakota",46099,46099001901,359,449,50,265,353,122,118,2067,12,25,62,1
46,"Census Tract 102, Minnehaha County, South Dakota",46099,46099010200,694,304,21,159,447,100,313,3030,0,35,99,1
46,"Census Tract 9, Minnehaha County, South Dakota",46099,46099000900,620,865,92,556,598,141,282,3869,6,59,28,1
46,"Census Tract 5, Minnehaha County, South Dakota",46099,46099000500,632,619,87,567,463,137,171,2993,138,114,11,1
46,"Census Tract 9686, Hutchinson County, South Dakota",46067,46067968600,860,378,66,442,501,148,213,2558,0,111,105,1
46,"Census Tract 9626, Davison County, South Dakota",46035,46035962600,909,287,13,216,598,145,250,2973,10,30,145,1
46,"Census Tract 9627, Davison County, South Dakota",46035,46035962700,1485,994,190,1007,842,506,314,5519,244,11,76,1
46,"Census Tract 9628, Davison County, South Dakota",46035,46035962800,1388,1003,264,986,776,432,461,5864,48,75,48,1
46,"Census Tract 9741, Jerauld County, South Dakota",46073,46073974100,666,222,33,293,405,81,142,1509,22,88,81,1
46,"Census Tract 9410, Bennett County, South Dakota",46007,46007941000,260,213,30,125,137,79,162,1142,6,37,13,1
46,"Census Tract 202, Meade County, South Dakota",46093,46093020200,140,153,0,0,94,53,146,1764,0,58,3,1
46,"Census Tract 203.01, Meade County, South Dakota",46093,46093020301,2132,1097,61,599,1347,469,875,9365,0,36,227,1
46,"Census Tract 204, Meade County, South Dakota",46093,46093020400,1973,1112,130,1450,965,290,510,6664,0,72,145,1
46,"Census Tract 203.02, Meade County, South Dakota",46093,46093020302,1784,569,15,403,1137,353,475,6077,0,67,279,1
46,"Census Tract 1, Potter County, South Dakota",46107,46107000100,690,288,4,326,430,66,160,2017,0,65,93,1
46,"Census Tract 9651, Turner County, South Dakota",46125,46125965100,1254,378,57,428,689,193,379,3980,0,58,75,1
46,"Census Tract 9652, Turner County, South Dakota",46125,46125965200,1272,473,64,537,728,199,345,3817,2,113,229,1
46,"Census Tract 9515, Brown County, South Dakota",46013,46013951500,460,546,240,563,357,232,94,3263,0,74,45,1
46,"Census Tract 9516, Brown County, South Dakota",46013,46013951600,699,1056,82,793,578,158,308,4343,0,190,218,1
46,"Census Tract 9517, Brown County, South Dakota",46013,46013951700,933,917,21,548,701,196,426,5361,0,11,59,1
46,"Census Tract 9513, Brown County, South Dakota",46013,46013951300,1270,964,280,804,868,361,481,6081,26,204,269,1
46,"Census Tract 9518, Brown County, South Dakota",46013,46013951800,1451,992,359,978,968,334,522,5360,0,22,100,1
46,"Census Tract 9519, Brown County, South Dakota",46013,46013951900,820,419,44,338,451,198,296,3287,6,76,141,1
46,"Census Tract 9514, Brown County, South Dakota",46013,46013951400,1506,1318,193,931,1157,429,500,7230,0,57,207,1
46,"Census Tract 9701, Charles Mix County, South Dakota",46023,46023970100,752,297,27,364,381,167,164,2461,0,53,118,1
46,"Census Tract 9641, Hanson County, South Dakota",46061,46061964100,793,242,10,259,407,114,265,2961,0,56,123,1
46,"Census Tract 9647, McCook County, South Dakota",46087,46087964700,722,206,39,277,430,65,195,2181,0,75,104,1
46,"Census Tract 9646, McCook County, South Dakota",46087,46087964600,932,311,18,279,528,206,248,2975,0,66,137,1
46,"Census Tract 9403, Mellette County, South Dakota",46095,46095940300,496,75,90,166,177,117,201,969,22,45,30,1
46,"Census Tract 9597, Moody County, South Dakota",46101,46101959700,716,522,83,432,444,128,317,2671,0,140,85,1
46,"Census Tract 9596, Moody County, South Dakota",46101,46101959600,1070,238,11,306,532,173,308,2926,6,34,219,1
46,"Census Tract 108, Pennington County, South Dakota",46103,46103010800,769,893,199,903,571,169,218,3985,16,75,123,1
46,"Census Tract 110.02, Pennington County, South Dakota",46103,46103011002,2168,749,47,688,1480,266,530,6268,0,0,174,1
46,"Census Tract 113, Pennington County, South Dakota",46103,46103011300,2103,799,87,881,1380,297,431,6541,74,31,152,1
46,"Census Tract 105, Pennington County, South Dakota",46103,46103010500,412,447,234,563,325,84,121,2037,44,217,26,1
46,"Census Tract 111, Pennington County, South Dakota",46103,46103011100,678,767,9,773,313,179,189,3533,0,23,35,1
46,"Census Tract 9412, Bennett County, South Dakota",46007,46007941200,314,122,45,104,179,35,163,841,0,52,36,1
